62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0
62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0
62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0
62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0
62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0
62;1;0,62;1;0,62;1;0,83;0;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0
62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0
62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0
62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0
62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0
62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0
62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0,62;1;0


